Latitude,Longitude,MedInc
34.13,-118.24,4.0272
37.35,-122.04,7.4729
37.78,-122.4,2.5742
32.77,-117.03,2.3393
34.01,-118.31,1.7386
37.89,-122.29,5.1675
33.6,-117.89,7.8164
34.14,-118.11,4.1324
37.8,-122.22,4.5428
35.75,-119.25,1.517
32.75,-117.12,1.64
37.8,-122.27,1.8477
33.69,-116.25,2.7667
34.03,-118.12,5.6112
34.11,-118.11,6.7099
32.7,-117.1,3.6042
32.58,-117.12,3.0613
38.67,-121.31,4.8224
33.92,-117.53,6.1561
34.41,-119.73,4.4375
37.94,-122.01,6.3809
34.28,-118.67,5.6949
34.04,-118.42,6.626
40.18,-122.21,2.1898
34.02,-118.26,2.1667
38.51,-121.06,6.8869
33.89,-118.4,6.6321
33.81,-118.12,4.2143
37.16,-121.98,5.3468
38.45,-122.69,3.9191
34.16,-118.41,6.3703
38.57,-121.33,2.3684
33.73,-117.99,3.8365
33.16,-117.35,3.975
34.06,-117.12,1.3906
33.78,-118.4,8.5421
34.01,-118.25,1.2857
38.66,-121.07,4.6394
39.33,-120.2,3.7841
34.03,-117.19,4.6806
37.52,-120.89,2.5402
37.47,-122.24,3.929
32.56,-117.09,4.8984
38.75,-120.63,2.7201
33.49,-117.65,4.3603
33.08,-117.29,5.7787
37.89,-122.2,7.3195
34.18,-118.15,2.2328
37.66,-120.97,3.1286
37.67,-120.96,4.2969
36.76,-121.34,4.1528
33.66,-116.17,1.9306
39.05,-122.86,2.5326
33.96,-117.37,7.2519
39.04,-121.06,4.2802
37.96,-122.04,2.2411
32.72,-117.03,3.0588
37.72,-122.43,3.0107
37.93,-122.01,7.5898
34.19,-118.33,3.138
33.97,-118.2,2.754
33.8,-117.86,2.8235
36.81,-121.36,5.0871
34.12,-117.17,6.2178
37.76,-122.51,2.8448
38.27,-121.26,4.4125
38.0,-121.88,5.3098
33.86,-118.16,2.5068
33.96,-118.27,0.5495
35.17,-120.43,3.851
32.75,-117.13,2.693
32.96,-115.56,3.8177
38.0,-122.33,2.9781
34.15,-116.39,1.9779
34.13,-116.35,1.5491
37.71,-122.48,3.5296
36.32,-119.29,1.1419
37.57,-120.88,3.9821
34.17,-118.34,4.875
37.4,-122.12,7.0245
34.18,-118.44,4.375
33.75,-118.12,3.9934
34.14,-118.4,5.1377
33.73,-116.93,4.0433
37.76,-122.39,3.7051
36.02,-119.01,2.375
32.81,-115.58,3.6597
33.83,-117.2,3.6618
37.75,-122.2,1.5809
37.32,-120.45,3.6471
34.15,-117.66,8.0103
32.78,-117.11,3.6528
34.11,-118.08,5.5924
35.27,-120.66,3.7337
33.94,-118.1,3.1607
35.41,-119.03,2.0331
33.92,-117.92,5.1952
37.72,-121.93,4.9107
34.02,-118.47,2.3382
33.7,-117.96,5.3428
34.03,-118.19,1.9719
39.23,-121.18,3.7125
37.84,-122.28,1.9274
34.11,-117.24,2.2109
37.89,-122.18,8.1489
34.08,-117.99,2.8906
33.75,-118.12,7.3672
33.96,-118.38,4.6923
38.29,-122.28,1.9875
32.91,-117.12,2.8728
34.08,-118.13,2.5787
34.09,-118.18,2.6226
37.79,-121.2,2.4798
38.09,-122.11,2.3929
37.62,-122.4,4.0238
33.85,-118.01,3.8864
33.92,-117.95,4.3426
33.9,-117.19,4.189
38.76,-120.6,3.0217
37.34,-121.96,5.3873
37.84,-121.96,7.5139
36.71,-119.74,2.1905
33.7,-117.77,3.7147
33.84,-117.79,8.3931
32.57,-117.12,4.8274
33.94,-118.33,1.9309
34.01,-118.28,1.7143
34.06,-117.98,4.0274
33.13,-117.03,4.7022
37.65,-122.46,4.8096
33.79,-118.18,2.0186
35.37,-119.01,1.2469
33.79,-118.19,1.8109
36.61,-121.84,1.875
36.1,-118.93,2.3792
39.1,-121.48,2.5952
32.83,-117.21,4.1806
33.89,-118.36,3.375
38.58,-122.57,1.9925
34.18,-118.94,5.5181
37.9,-122.14,10.3224
36.83,-119.85,4.8036
33.93,-118.2,2.1715
37.69,-122.03,6.5
32.81,-117.21,5.2837
37.87,-121.27,2.9531
33.76,-117.96,4.2813
34.21,-118.38,3.8
33.93,-118.01,3.275
34.17,-118.58,6.2064
33.63,-117.91,3.5388
37.99,-121.79,5.6506
33.06,-117.28,4.0118
37.66,-122.1,3.7303
34.41,-118.4,10.0285
34.08,-118.3,2.3846
39.17,-120.18,3.6563
38.14,-121.28,4.119
33.63,-117.91,2.7264
33.52,-117.69,3.4455
32.64,-117.04,4.0298
37.83,-122.26,3.48
34.23,-118.41,4.5909
37.95,-121.96,3.6133
33.91,-118.21,2.6429
32.71,-117.1,1.7075
39.78,-120.57,2.1216
34.03,-118.53,7.0318
35.37,-118.99,1.7292
34.02,-118.36,3.8643
36.95,-122.01,2.0547
33.7,-117.88,3.8029
32.56,-117.1,3.75
34.43,-119.71,2.1974
34.03,-117.92,3.975
33.99,-118.08,3.6196
39.76,-121.83,3.1142
33.68,-117.8,4.4391
37.71,-120.98,2.4211
33.81,-117.98,2.582
33.77,-118.02,5.2077
32.62,-117.04,4.9962
37.53,-122.3,4.5116
33.85,-117.77,7.3681
32.74,-117.04,3.6848
35.43,-119.02,3.1736
32.83,-116.95,3.3081
32.78,-117.07,1.6815
32.8,-117.23,3.225
37.77,-122.18,2.8125
33.14,-117.07,4.7426
34.09,-117.78,3.7177
37.44,-122.15,7.2543
37.29,-120.46,2.3594
37.93,-122.54,5.5385
33.82,-118.26,3.6477
33.99,-117.35,2.6071
37.77,-122.21,4.0904
34.1,-117.68,2.8326
37.82,-122.22,13.499
33.72,-117.2,1.9912
34.08,-118.1,2.543
36.59,-121.95,5.8505
38.63,-121.29,3.3182
38.25,-122.64,3.8
39.15,-121.1,4.0333
37.43,-120.57,2.6758
33.8,-118.13,4.3438
37.67,-122.06,4.2733
33.69,-117.96,7.7313
37.36,-122.01,4.2061
37.67,-122.13,3.2434
36.2,-119.32,3.4231
37.8,-122.24,2.1348
35.33,-120.9,3.588
34.04,-118.49,8.0257
38.3,-122.3,2.6346
38.43,-121.44,4.9516
34.03,-117.19,6.4962
33.89,-117.88,3.0214
37.76,-122.41,1.9944
34.02,-118.34,3.1442
37.68,-120.98,3.1912
36.91,-119.46,3.9141
37.31,-121.94,3.7632
33.1,-117.29,5.1837
33.93,-118.11,3.2011
37.74,-122.16,3.4844
36.29,-119.11,2.6065
34.07,-118.44,2.0511
34.06,-118.56,7.3031
38.39,-122.7,2.0915
34.01,-118.08,3.4861
34.04,-117.75,3.125
33.63,-117.95,6.0
37.76,-122.43,2.8458
34.19,-118.34,2.6827
34.12,-117.99,2.5395
34.33,-118.48,6.0891
33.88,-118.36,2.7981
34.08,-118.24,4.9844
32.77,-117.05,2.8097
37.37,-122.02,4.2782
32.6,-117.06,1.7472
37.66,-121.87,5.7519
37.85,-122.29,2.5682
37.33,-121.92,5.2831
34.16,-118.39,5.1169
34.16,-118.29,3.7083
37.88,-122.28,4.1912
32.75,-117.18,5.392
38.54,-121.32,2.9693
33.84,-118.16,3.8646
36.22,-119.09,3.4306
34.0,-118.41,2.7153
32.82,-117.05,4.2312
34.02,-118.25,1.6302
38.61,-121.35,2.7788
33.96,-118.28,1.9348
33.84,-117.76,8.7124
33.88,-118.26,5.5591
38.39,-120.56,2.6667
33.6,-117.7,3.0461
33.72,-117.96,6.8645
37.42,-122.14,4.15
33.99,-118.47,3.015
36.97,-122.03,1.6923
37.53,-121.98,4.1947
33.78,-118.2,2.3305
34.15,-118.11,2.6172
34.14,-118.25,2.1602
33.89,-118.39,6.3434
33.7,-117.79,6.3298
33.8,-118.2,2.5012
37.75,-122.13,5.3602
33.68,-117.92,4.4732
35.44,-119.01,2.5806
38.47,-121.49,2.3496
34.82,-118.93,4.0332
38.71,-121.28,3.575
33.99,-117.95,6.7978
33.72,-118.03,5.162999999999999
34.0,-118.31,2.1116
37.92,-122.01,8.3956
38.53,-121.47,1.4625
34.27,-118.42,1.6295
32.66,-117.04,4.1442
33.88,-118.06,6.5901
37.63,-120.99,2.4792
33.98,-117.38,2.1528
39.41,-121.71,2.1728
34.13,-117.28,1.8281
37.33,-120.65,4.1058
33.16,-117.31,5.5956
37.96,-122.02,6.6727
33.9,-118.36,5.0452
36.84,-121.38,4.1875
33.89,-117.97,9.0683
37.81,-122.28,2.4083
33.2,-117.38,1.3903
37.8,-122.25,1.3929
38.29,-122.32,2.3787
33.99,-118.19,3.0114
33.8,-117.86,3.5172
33.75,-117.93,4.2219
33.84,-117.98,5.0747
34.45,-119.28,2.4595
34.26,-118.29,4.008
37.67,-122.07,3.875
37.99,-122.04,4.125
34.36,-119.7,4.7411
36.8,-119.81,3.5958
34.16,-118.46,3.4698
39.36,-123.1,1.746
34.15,-119.23,3.748
34.05,-117.68,2.5395
37.39,-120.71,2.6058
37.35,-121.84,2.6894
34.11,-118.33,8.2335
32.84,-117.27,3.2109
36.59,-119.62,4.0197
36.34,-119.31,1.4729
36.72,-119.87,2.0658
32.84,-117.27,6.1025
33.95,-118.25,1.1384
38.25,-122.01,4.6779
37.4,-121.86,6.1504
34.96,-120.57,2.1776
39.71,-121.78,2.125
37.96,-121.31,3.2260000000000004
36.77,-119.85,2.9315
34.14,-118.2,4.0909
37.71,-122.18,3.375
33.98,-118.29,1.3479
37.72,-122.46,4.0855
34.12,-118.11,10.6767
34.08,-118.14,2.9405
34.12,-118.34,4.2415
33.91,-118.32,4.5304
34.22,-118.64,6.8643
38.32,-122.31,3.285
32.71,-117.07,2.2454
37.8,-122.22,3.2632
33.74,-118.29,2.1473
34.18,-118.12,6.3467
38.49,-121.5,3.3689
33.69,-117.97,6.799
38.02,-121.94,2.7907
34.02,-117.87,6.4333
34.11,-117.63,4.2969
34.42,-119.67,2.5947
34.46,-117.34,3.1505
35.87,-119.27,1.63
33.87,-117.9,3.4338
37.58,-122.39,7.8997
33.81,-118.37,5.1271
38.63,-121.33,2.7181
34.1,-118.02,1.9688
39.72,-121.84,0.9566
34.23,-118.48,4.7583
38.65,-121.34,4.6
39.1,-121.57,1.8413
36.67,-121.66,3.1071
37.61,-121.62,5.7239
36.56,-119.62,1.8878
38.92,-119.98,3.15
38.55,-121.47,1.186
37.47,-119.95,1.5
34.06,-117.7,2.9107
38.26,-122.06,3.3839
32.75,-117.07,2.3148
32.75,-117.16,2.2687
32.72,-116.99,3.8295
37.54,-121.99,3.9444
33.02,-117.06,5.8966
34.1,-117.8,3.5603
37.24,-121.77,4.747
33.99,-118.45,6.0672
33.82,-118.3,2.6368
37.27,-121.94,3.662
37.63,-122.41,3.0
37.75,-122.46,4.5352
32.69,-117.08,3.6875
34.28,-118.44,1.7708
35.64,-117.68,5.2043
37.24,-122.08,11.3283
37.82,-122.23,8.7477
37.95,-121.29,0.696
39.14,-123.2,1.8042
33.93,-118.1,4.375
39.94,-122.17,2.2292
33.77,-117.82,7.0565
33.62,-117.69,6.4598
36.61,-121.91,3.2952
37.05,-120.84,5.3988
34.27,-118.75,5.5983
34.04,-118.32,2.532
33.04,-117.26,6.3525
33.84,-117.77,6.7274
33.74,-117.92,4.3882
38.7,-121.46,3.8611
33.97,-118.31,3.725
32.6,-117.06,2.7014
34.13,-119.05,5.0066
37.27,-121.91,5.0062
34.12,-117.17,5.4138
33.58,-117.69,10.3953
33.88,-118.08,3.2639
38.46,-121.43,4.0625
35.62,-117.7,3.5931
36.75,-119.8,1.3527
33.23,-117.27,4.1405
34.02,-118.4,2.4135
33.66,-117.67,4.7341
32.79,-115.56,1.3373
37.8,-122.42,4.2458
34.04,-118.16,3.1895
34.44,-119.73,4.8021
37.24,-121.84,6.7836
38.0,-122.26,4.2269
34.0,-117.69,2.5781
33.41,-117.19,4.0882
34.08,-118.26,2.3816
34.95,-120.44,2.2743
38.06,-122.56,5.0965
39.22,-121.04,2.25
39.02,-122.69,2.1094
37.34,-121.94,3.4233
36.78,-120.39,1.7184
33.86,-118.14,5.0
34.0,-117.84,6.8758
36.51,-121.45,1.775
37.68,-122.46,2.9413
39.13,-121.05,4.4375
33.86,-117.95,5.2099
33.71,-117.9,6.1966
37.82,-122.27,1.1108
34.04,-118.52,13.6842
34.44,-119.68,8.7394
37.29,-121.75,4.3365
40.78,-124.13,2.1101
38.57,-121.49,1.7155
33.19,-117.37,2.8819
34.12,-118.28,12.8763
32.73,-117.16,1.9203
33.77,-118.19,1.0714
37.73,-122.42,4.0781
37.96,-121.32,2.7656
34.94,-117.19,2.1522
37.74,-122.43,5.0196
33.83,-118.19,3.5871
38.33,-122.23,5.5368
34.15,-118.42,4.615
33.98,-118.06,2.9583
34.05,-117.75,2.1908
37.47,-122.22,3.3268
33.89,-117.56,2.3417
33.91,-117.47,2.2241
34.23,-118.49,5.2668
32.92,-117.18,5.196000000000001
34.09,-117.59,3.9755
36.99,-121.98,3.5943
33.94,-117.31,5.2713
33.78,-116.97,2.535
35.36,-119.03,1.9671
34.69,-120.37,4.7946
39.75,-121.85,1.8095
33.06,-117.34,4.3182
32.68,-117.02,5.7192
34.58,-118.08,4.1719
34.65,-118.19,3.9963
33.76,-117.79,11.0546
37.95,-122.35,3.6094
33.85,-118.05,6.1737
37.94,-120.29,3.05
34.22,-117.38,5.7628
34.17,-118.26,3.8576
37.74,-122.17,2.15
34.19,-118.65,5.2016
37.27,-121.93,4.1033
33.84,-118.14,4.933
34.17,-118.45,4.3333
34.04,-118.19,2.3015
37.35,-121.81,4.375
33.93,-118.13,3.1496
34.1,-118.03,4.4236
34.27,-118.79,4.5833
36.99,-121.94,4.2898
37.25,-121.89,6.0791
38.0,-121.35,3.675
37.47,-122.15,5.6407
36.82,-119.76,2.3375
37.7,-122.54,4.2472
34.06,-118.19,2.5132
37.31,-121.77,6.6455
38.51,-121.46,1.5735
33.95,-118.27,1.8814
34.12,-118.33,6.0352
33.67,-117.82,6.276
33.77,-118.28,2.9063
38.45,-121.83,2.3438
37.96,-121.3,1.125
32.75,-117.1,1.4828
38.57,-121.46,3.1583
38.0,-122.31,4.621
33.85,-118.18,3.6897
34.22,-118.87,6.2423
37.13,-121.93,5.7415
33.85,-117.74,6.9544
34.07,-118.09,3.2578
37.71,-122.06,4.635
38.95,-121.08,2.7463
37.73,-122.17,2.1587
34.21,-118.13,6.1824
34.09,-118.07,2.5474
39.15,-120.87,2.8603
38.56,-121.41,5.1385
34.06,-118.27,1.4904
38.97,-123.1,2.5761
33.8,-117.85,4.3269
37.79,-122.42,2.1343
37.44,-121.31,0.536
37.78,-121.23,4.8229
37.68,-122.18,5.4858
33.25,-117.31,2.8558
33.94,-118.31,2.7401
33.51,-117.64,7.2648
34.09,-118.37,5.5224
37.66,-122.13,4.3456
33.57,-117.92,7.2988
34.02,-118.19,2.3438
34.02,-118.08,2.9321
37.93,-122.35,1.7257
32.82,-117.25,9.5245
33.93,-118.04,3.1979
33.6,-117.66,7.5488
37.32,-121.88,2.6607
33.98,-118.24,3.0724
37.36,-121.98,4.6719
37.8,-122.23,2.25
37.68,-122.4,4.1146
35.27,-118.91,2.0921
34.15,-118.45,4.1727
36.81,-119.76,1.2716
37.66,-122.44,4.7639
37.55,-122.24,6.7413
38.57,-122.94,5.1005
35.4,-119.0,4.3906
33.65,-116.26,10.2948
39.16,-123.2,1.7929
34.09,-118.36,2.0702
34.18,-118.04,5.2865
38.76,-120.76,2.6392
34.13,-117.78,5.8819
38.56,-121.35,4.5066
37.76,-122.4,4.4074
38.57,-121.43,3.5893
32.78,-117.25,2.7857
37.99,-120.26,3.5
33.49,-115.84,2.0347
37.26,-122.02,8.0331
37.78,-122.27,3.7708
32.83,-117.2,2.8472
37.87,-122.29,2.525
37.63,-120.97,1.7054
32.95,-117.18,6.3237
34.1,-118.12,4.2344
34.17,-118.36,2.5234
32.79,-117.04,6.7196
38.55,-121.43,2.7333
33.64,-117.9,5.0532
32.78,-117.24,4.1742
38.56,-121.48,2.8542
37.99,-121.67,4.375
34.14,-118.1,3.6572
38.35,-121.96,4.0938
37.36,-121.91,3.2153
34.04,-118.06,2.6288
34.2,-118.13,5.6629
32.84,-117.18,3.5606
34.17,-118.39,3.1929
36.96,-122.04,4.1964
34.51,-118.07,4.8667
37.35,-121.94,3.1667
34.07,-117.39,3.8558
34.04,-118.46,3.2663
32.8,-116.96,1.8357
34.04,-118.44,3.0714
34.14,-118.85,8.7657
39.08,-121.56,1.4934
37.33,-121.84,3.6765
37.74,-121.96,15.0001
37.78,-122.47,3.5221
33.91,-117.48,4.2207
33.89,-118.33,4.1953
35.76,-120.7,2.2165
34.04,-118.2,2.07
38.43,-122.67,4.5588
33.74,-117.88,2.8077
37.73,-121.13,3.3158
38.55,-121.39,3.5278
36.21,-119.09,1.8828
37.73,-121.93,6.2048
36.21,-119.1,2.4653
34.12,-118.17,4.2944
41.13,-124.06,2.4708
36.14,-121.62,3.2375
33.72,-118.3,3.4474
37.96,-121.35,5.8995
37.79,-122.42,2.565
38.27,-122.52,5.2155
36.43,-119.1,2.6711
38.01,-121.81,2.2361
40.78,-124.16,3.8
33.96,-117.32,3.7585
37.62,-121.01,2.0885
36.6,-119.81,2.4006
36.32,-119.34,3.925
38.59,-121.31,3.1711
33.8,-118.31,3.125
38.69,-121.34,3.7031
33.95,-118.24,1.4792
33.48,-116.89,2.8071
37.89,-122.49,6.0238
34.14,-117.85,6.1049
32.73,-117.09,2.8942
34.16,-118.98,5.7676
38.53,-121.42,2.8298
37.29,-121.92,6.5858
34.14,-118.21,3.2222
32.83,-117.09,4.8419
34.15,-118.27,3.008
36.9,-121.71,4.6125
34.24,-118.5,5.9401
34.13,-116.98,4.0333
32.86,-116.88,5.0733
33.92,-118.16,4.4881
34.1,-118.29,2.7054
33.81,-118.0,3.5268
38.62,-121.35,3.4299
34.0,-117.38,3.3687
39.66,-123.58,2.2429
34.16,-118.42,0.536
37.99,-122.47,7.494
37.64,-121.02,2.1036
37.78,-122.42,2.3304
34.24,-116.94,1.998
33.89,-117.83,4.625
36.42,-119.35,2.7969
34.27,-118.35,6.2037
33.9,-118.02,5.5601
34.19,-118.52,2.9511
37.68,-121.01,5.5
34.16,-116.44,2.8929
32.77,-117.2,2.8621
37.42,-121.87,5.6965
33.87,-118.4,5.0976
33.79,-118.16,2.4
35.74,-119.23,2.033
33.79,-118.29,2.0
37.38,-122.04,4.2028
33.87,-118.38,4.9821
38.64,-121.37,3.6786
33.9,-118.34,4.7426
33.99,-117.87,4.9271
34.18,-118.64,5.1641
33.81,-117.02,2.3
33.92,-118.25,4.1042
37.9,-121.28,0.9614
33.71,-117.77,5.5631
34.04,-118.48,8.9616
34.19,-118.47,3.892
32.63,-117.04,5.1354
33.89,-118.39,7.3356
33.9,-118.19,1.9952
39.1,-121.83,3.2917
37.62,-120.87,4.8958
37.81,-122.24,6.0302
33.85,-117.92,2.3704
37.79,-122.24,2.1638
34.24,-118.54,3.0977
36.61,-120.19,2.293
37.02,-121.57,2.9417
37.76,-122.47,2.8711
38.59,-121.35,5.3243
38.39,-122.8,2.9453
37.67,-121.02,2.6722
33.86,-117.99,3.4167
37.37,-122.11,10.3329
34.28,-118.77,5.3681
37.28,-120.47,1.7756
37.96,-121.26,2.5234
32.7,-117.13,0.8991
33.98,-118.2,2.0
38.77,-122.85,4.6953
34.81,-118.95,3.1364
37.34,-122.02,5.7881
33.92,-117.28,2.1574
32.7,-117.08,2.4135
33.01,-117.04,8.4721
32.95,-117.24,5.9547
38.27,-122.49,3.5625
34.5,-117.27,6.0296
38.0,-121.35,3.4231
33.76,-118.3,5.7764
33.71,-117.87,4.9148
37.31,-120.44,5.2662
33.67,-117.31,3.1832
36.62,-121.92,3.7614
33.13,-117.05,5.2323
34.22,-118.44,3.8083
37.88,-122.28,4.1429
32.78,-117.2,4.0057
33.61,-117.91,11.075
36.91,-121.75,2.8056
37.08,-120.85,4.1779
36.98,-121.99,4.6484
37.61,-120.95,4.6833
33.47,-117.7,3.5915
37.35,-121.89,3.2599
36.76,-119.63,4.925
37.7,-122.17,4.0
32.77,-117.19,3.8571
33.7,-117.78,5.409
32.56,-117.06,1.7958
38.55,-121.76,2.065
34.29,-119.27,5.3254
35.41,-119.02,1.3222
33.98,-117.35,1.6943
36.21,-121.13,3.4821
33.04,-117.06,5.7382
37.37,-118.39,1.8325
37.9,-122.3,3.5125
36.72,-121.64,4.1742
34.08,-118.08,3.9219
33.69,-117.87,3.7174
39.15,-121.59,1.6652
38.16,-121.14,3.5774
38.02,-121.89,3.3371
33.97,-118.15,2.4263
37.75,-122.41,2.4531
32.74,-116.99,3.1771
37.52,-121.97,4.5317
36.97,-121.94,2.5172
38.61,-121.28,2.4722
34.09,-117.9,4.3409
37.95,-121.96,4.1483
33.75,-116.25,2.025
34.02,-118.15,2.8239
34.08,-118.43,15.0001
34.09,-118.17,3.3977
33.68,-117.78,6.0634
38.15,-122.25,3.7014
37.88,-122.3,1.475
33.83,-117.97,3.2546
38.1,-122.55,5.0029
33.82,-118.27,4.25
33.97,-118.19,2.4196
32.83,-116.85,3.6445
37.78,-122.46,2.8553
40.53,-122.27,2.875
40.8,-124.16,1.6111
38.64,-122.94,4.0781
37.47,-120.84,2.7857
36.37,-119.65,3.5486
37.73,-122.46,5.2088
32.71,-116.98,3.4551
36.96,-122.05,4.2045
33.7,-117.98,4.1603
37.28,-121.93,5.6494
34.03,-118.46,3.125
33.93,-118.08,3.5556
37.3,-122.04,6.075
37.78,-122.26,2.9213
34.04,-118.15,3.7794
37.23,-121.83,6.0889
33.81,-118.37,6.8553
33.97,-117.37,2.5804
34.08,-117.75,3.6359
34.02,-117.64,2.125
34.95,-120.4,5.0206
37.41,-122.18,10.7237
37.34,-122.07,5.4659
33.89,-118.19,2.9293
38.75,-121.21,4.3962
33.98,-118.32,2.175
39.14,-121.91,2.125
37.8,-122.18,6.2838
33.15,-117.11,4.7019
37.69,-121.01,2.48
33.85,-117.3,2.9542
32.69,-117.07,3.4609
33.55,-117.43,9.4356
33.97,-118.4,5.6169
33.76,-118.14,4.7361
37.95,-121.83,2.875
38.66,-121.38,1.8972
38.93,-120.0,3.9722
34.12,-118.09,5.6152
34.14,-117.31,1.8654
38.71,-121.3,2.8226
34.09,-117.43,2.7437
34.25,-118.49,5.0232
35.31,-119.04,4.1957
34.05,-118.21,2.121
34.26,-118.76,4.5673
37.8,-122.42,2.5603
34.16,-118.23,5.1718
38.19,-120.03,2.125
32.8,-116.96,3.369
36.32,-119.72,2.2721
34.06,-118.14,3.7857
37.45,-121.9,6.6176
33.87,-118.27,4.2768
38.07,-122.22,5.8171
33.65,-117.93,2.75
37.39,-122.11,6.3967
37.75,-122.28,3.1972
33.75,-118.32,9.267
38.02,-121.96,3.016
34.2,-118.51,3.7049
37.38,-121.95,3.1812
38.6,-121.29,4.0938
38.66,-121.3,3.3188
34.11,-118.2,2.5211
33.91,-118.34,3.2649
38.35,-121.98,4.4375
34.14,-118.26,1.5417
37.85,-122.28,2.2625
35.4,-118.94,4.2214
34.08,-117.62,3.1597
37.99,-122.02,4.45
34.2,-118.33,3.6071
34.06,-118.24,1.0227
32.66,-117.12,1.125
33.1,-117.09,3.8292
37.22,-121.85,7.7201
34.68,-118.16,2.5902
33.89,-118.14,2.9292
34.26,-118.28,4.9833
33.86,-118.31,6.6632
34.1,-118.27,5.7778
34.03,-117.8,6.2384
33.88,-117.93,7.2893
34.27,-119.27,2.375
37.69,-122.09,4.8036
33.72,-117.9,4.3899
34.64,-120.46,2.0161
36.32,-119.33,2.5
38.41,-122.75,3.9688
33.61,-117.72,2.5685
38.29,-122.27,2.8409
33.05,-117.26,6.2513
37.71,-122.46,2.483
34.18,-118.29,3.6974
37.32,-122.06,6.2182
37.58,-122.31,3.9696
34.25,-118.42,3.6292
32.73,-116.99,4.0357
34.03,-118.36,1.8316
37.72,-122.4,4.2727
32.57,-117.05,3.1696
38.59,-121.55,1.2292
33.93,-118.05,3.1513
37.33,-121.94,4.75
34.16,-118.6,4.1656
33.94,-117.47,3.2311
34.13,-118.18,6.1953
34.22,-118.62,5.6356
37.93,-121.24,2.0893
34.09,-118.31,1.5195
35.37,-119.04,2.1818
34.27,-118.46,2.6193
32.75,-117.14,2.6818
34.0,-118.49,3.0369
34.05,-118.31,3.1406
32.73,-117.16,2.0972
34.18,-118.35,3.3056
37.27,-121.89,5.2088
37.78,-122.44,3.6875
33.65,-117.93,3.1483
34.02,-117.95,4.2578
37.87,-122.28,2.543
38.52,-121.48,3.1583
34.5,-119.75,5.9522
37.27,-121.84,5.5
35.2,-119.93,3.0602
36.76,-119.79,2.1055
32.92,-117.14,5.2864
34.07,-117.89,3.8837
33.6,-117.77,3.7059
32.71,-117.06,2.8964
34.14,-118.08,3.1729
34.19,-118.16,3.5887
39.76,-121.6,1.8245
37.32,-121.88,2.6386
34.09,-118.23,2.6442
37.93,-122.37,0.8641
37.73,-122.42,2.888
32.84,-116.94,4.5278
34.44,-119.69,6.8406
33.92,-118.31,4.8456
32.64,-117.09,1.6321
38.53,-121.49,3.125
40.54,-122.38,2.6944
33.66,-117.95,7.3719
34.0,-118.32,2.4583
37.25,-122.01,10.2311
34.05,-117.95,5.8722
34.26,-118.4,4.2538
34.03,-117.06,1.5203
34.14,-118.02,2.6316
36.83,-121.76,3.6693
32.59,-117.08,2.3929
32.81,-117.26,2.8421
34.09,-118.27,2.9709
34.17,-118.28,3.6354
34.09,-118.3,1.8156
36.55,-121.92,3.275
38.28,-122.26,4.5
38.05,-121.34,5.6147
38.55,-121.51,2.7885
38.66,-121.27,6.1872
39.18,-122.91,2.0208
34.18,-119.22,4.4292
34.05,-118.01,2.1602
34.41,-119.86,1.24
38.67,-121.18,2.3333
38.01,-122.55,6.3314
34.25,-119.17,3.65
33.98,-118.31,5.1136
40.16,-123.22,2.8472
35.33,-118.99,1.6786
34.18,-118.33,3.7411
35.4,-118.97,3.1906
32.72,-117.13,1.975
40.95,-124.11,2.96
33.88,-118.36,4.2454
37.37,-122.04,3.6765
37.8,-122.24,2.6292
33.92,-118.41,4.2333
36.07,-119.02,1.6146
33.0,-117.03,7.7569
34.02,-117.57,4.6727
38.15,-121.99,2.5313
34.15,-118.37,3.3669
37.91,-122.01,7.6877
38.56,-121.33,3.3110000000000004
34.19,-118.34,3.1406
34.17,-117.33,3.7949
34.21,-118.6,2.8039
34.97,-120.45,3.7679
33.96,-118.22,2.6179
34.67,-118.19,5.0285
38.58,-122.58,2.3942
33.94,-118.12,3.3292
38.17,-122.18,5.2523
33.77,-117.83,4.275
37.86,-122.29,1.9483
36.55,-119.29,2.5521
37.68,-120.94,4.2471
38.35,-122.76,5.0323
37.9,-122.28,4.1212
32.75,-117.12,2.3261
40.54,-123.12,1.8696
33.91,-118.31,4.2596
33.88,-117.57,2.316
36.97,-120.05,1.8444
34.03,-118.18,2.2991
38.78,-121.18,6.1642
38.02,-121.9,3.6154
33.91,-118.13,4.9375
34.28,-118.41,3.7566
34.19,-118.3,3.5083
36.61,-121.92,3.1359
34.02,-118.16,2.6964
34.14,-118.01,3.52
34.18,-118.3,3.3205
38.03,-122.36,4.3173
37.97,-121.97,5.0092
37.65,-122.1,4.5417
36.75,-119.75,1.9955
33.68,-117.78,4.0187
38.62,-122.87,2.1903
34.66,-120.46,3.0081
38.02,-122.13,2.9583
34.06,-118.05,2.1781
38.25,-122.05,6.2299
37.46,-122.25,7.1088
37.75,-122.43,3.7545
33.97,-117.38,1.6389
37.73,-122.44,5.0224
32.82,-117.27,4.5083
37.76,-122.17,2.4333
39.79,-121.62,2.5374
41.61,-120.55,2.0802
37.59,-122.05,3.7462
34.04,-117.93,4.8854
37.43,-122.12,6.46
37.89,-122.52,3.9531
33.95,-118.34,5.4359
36.82,-119.79,3.4167
34.06,-118.4,3.6964
32.74,-117.05,3.1719
35.4,-119.42,2.8452
37.85,-122.06,3.6437
32.85,-117.24,6.7587
